device_angle,distance_to_door,AM_or_PM,mall_or_street,average_person_size,video_walkin,video_walkout,predict_walkin,predict_walkout,wifi_walkin,wifi_walkout,sales_in_next_15_min,sales_in_next_15_to_30_min,groundtruth_walkin
3,1,0,1,1327.5,2,3,6,7,1,4,1,1,9
3,1,0,2,1506.0,0,0,0,0,14,14,0,0,1
2,2,0,1,1073.25,11,10,20,16,6,2,3,1,0
2,2,1,1,1073.25,0,0,0,0,2,2,0,0,0
2,2,1,2,1224.0,4,4,12,11,6,4,1,2,9
2,2,1,1,2360.5,4,4,2,3,3,6,1,0,3
1,1,1,1,3384.5,3,3,22,22,20,14,1,1,9
3,1,0,1,1327.5,4,5,6,7,3,3,0,0,5
2,2,0,2,1224.0,6,4,5,5,3,4,2,0,2
2,2,1,1,2064.333333,4,6,2,1,1,2,1,0,2
3,1,1,1,1943.0,6,10,7,7,8,11,0,1,10
2,2,1,1,1073.25,32,29,10,11,3,3,4,1,1
2,2,0,2,1224.0,3,4,7,7,6,5,0,0,1
2,2,1,1,1252.5,13,6,31,28,3,4,1,2,20
1,1,0,2,1852.0,3,0,4,5,2,5,1,7,3
3,1,0,2,1506.0,18,17,8,9,23,24,2,2,9
3,1,1,2,1506.0,17,18,6,5,21,22,2,1,5
3,1,0,1,1327.5,3,2,7,5,1,1,0,2,8
2,2,1,1,4077.5,0,1,1,2,5,4,2,2,10
2,2,1,1,4077.5,0,0,0,1,0,0,0,0,0
2,2,1,1,890.0,1,2,3,3,1,2,0,0,0
2,2,0,1,1073.25,12,14,0,0,4,3,2,2,3
3,1,1,1,2299.5,23,24,22,21,7,10,0,0,27
3,1,0,2,1506.0,11,9,9,10,46,43,1,1,6
2,2,1,1,3571.5,1,3,2,2,1,2,0,0,4
2,1,1,1,1161.0,8,10,24,28,28,24,2,2,19
2,2,1,1,2485.5,29,27,12,13,0,0,0,0,77
3,1,0,2,1506.0,0,0,0,0,14,18,0,0,0
3,2,1,2,1811.0,7,14,6,8,4,3,5,1,2
2,2,1,1,4114.0,6,9,1,1,0,1,0,0,13
3,1,1,1,2299.5,12,13,13,14,8,6,0,1,15
1,1,0,2,1852.0,3,1,3,2,2,6,1,3,1
3,1,1,1,1327.5,106,81,42,49,20,12,4,8,85
2,2,1,1,2485.5,4,11,14,14,76,20,0,0,42
2,2,1,1,3571.5,0,1,1,1,1,2,0,0,8
3,1,1,2,1506.0,9,9,11,11,40,38,2,3,17
1,1,1,2,1852.0,1,2,0,1,2,4,2,2,2
3,1,1,2,1506.0,2,1,9,8,18,21,0,0,0
2,2,0,1,1252.5,22,15,19,17,4,3,1,3,24
2,2,1,1,4077.5,4,2,0,1,2,2,1,1,3
3,1,0,2,1506.0,21,23,6,7,22,29,1,0,9
2,2,1,2,1224.0,9,5,10,8,4,8,1,1,3
3,2,0,2,1811.0,8,12,9,11,6,7,5,3,10
2,2,1,1,1252.5,18,21,30,36,5,4,3,1,17
1,1,1,2,1852.0,2,6,7,5,4,6,4,2,14
2,2,1,2,1224.0,0,2,6,6,6,13,1,1,3
3,1,1,1,1327.5,20,25,0,0,8,7,2,1,23
2,2,1,2,1224.0,5,8,7,7,2,7,0,2,6
2,2,1,1,4077.5,13,13,3,6,0,1,0,0,2
3,1,1,2,1506.0,4,4,7,7,30,40,2,1,6
3,1,1,2,1506.0,3,3,6,6,23,19,0,0,2
2,2,1,1,2360.5,1,0,5,5,1,2,1,1,1
2,2,1,1,4114.0,6,7,2,3,1,3,0,0,6
2,2,1,2,1224.0,48,39,5,5,3,3,0,3,3
2,1,1,1,1161.0,24,22,34,32,25,24,2,2,41
2,2,1,1,3571.5,1,0,1,2,3,3,0,0,1
3,1,1,1,1327.5,12,12,9,11,8,12,2,1,18
3,1,0,1,1327.5,5,4,0,0,2,4,0,0,6
1,1,1,2,1852.0,8,4,3,2,3,5,3,1,7
2,2,1,1,890.0,4,6,2,2,2,2,0,0,4
2,2,1,1,4376.0,0,0,0,0,2,7,1,0,5
3,2,1,2,1811.0,12,11,7,12,0,2,3,3,8
3,1,1,2,1506.0,11,13,6,6,46,46,2,0,8
3,1,1,1,1327.5,50,49,48,52,15,11,5,3,56
2,2,1,1,3571.5,1,2,2,3,3,1,1,0,2
2,2,1,2,3057.5,2,5,4,5,2,0,1,1,3
2,2,1,1,890.0,4,3,2,2,2,0,0,1,2
2,2,1,1,1073.25,5,8,11,10,0,4,3,0,1
3,1,0,1,1943.0,1,1,9,8,7,9,0,1,1
1,1,1,2,1852.0,1,0,2,2,5,6,1,0,2
2,2,1,2,3057.5,1,0,9,6,5,2,2,1,1
3,2,1,2,1811.0,4,9,9,8,3,0,1,0,3
2,2,1,1,1252.5,0,0,0,0,0,1,0,0,0
3,1,0,1,1327.5,15,20,7,6,4,5,5,3,15
3,2,1,2,1811.0,12,12,7,5,2,3,4,4,13
2,2,0,1,1073.25,10,9,10,10,4,7,0,2,0
2,2,1,1,1073.25,2,7,9,7,2,4,1,1,1
3,1,1,1,1943.0,17,21,24,25,11,12,3,2,31
2,2,0,1,4376.0,0,0,0,0,2,3,3,0,0
2,2,1,2,1224.0,3,8,11,10,6,10,2,3,6
2,2,1,1,1073.25,20,12,11,13,1,0,0,3,4
2,1,0,1,1161.0,17,16,10,10,15,14,3,2,30
3,1,1,1,1943.0,3,3,18,17,10,11,1,2,11
1,1,1,2,1852.0,0,1,2,2,3,4,1,2,2
2,2,1,1,4114.0,1,1,2,0,0,0,0,0,2
3,1,0,1,1327.5,8,8,12,8,6,5,1,0,18
2,2,1,2,3057.5,2,2,3,3,0,0,0,0,0
3,1,1,1,1327.5,10,14,0,0,2,10,2,0,0
2,1,1,1,1161.0,1,1,0,0,1,1,0,0,0
2,2,1,2,3057.5,3,7,7,7,6,3,1,5,4
2,2,1,1,1073.25,8,0,4,2,3,2,0,1,1
2,2,1,1,4114.0,6,8,1,0,2,4,0,0,8
2,2,1,1,1073.25,11,9,3,2,3,2,1,1,0
3,1,1,2,1506.0,0,1,6,6,19,21,0,0,1
1,1,1,2,1852.0,4,6,3,2,6,4,2,2,8
2,2,1,1,3571.5,1,0,2,0,5,6,0,0,0
2,2,1,1,4376.0,0,0,0,0,1,3,0,0,0
1,1,0,2,1852.0,6,2,0,0,5,4,3,1,3
2,2,0,1,4077.5,1,1,0,0,1,1,1,2,3
3,1,1,1,2299.5,12,13,17,19,5,4,1,0,13
3,2,1,2,1811.0,8,10,5,9,3,5,4,2,4
2,2,1,1,2360.5,4,5,4,4,4,10,2,1,2
2,2,0,1,1252.5,36,35,21,20,8,11,3,3,31
2,1,1,1,1161.0,18,21,24,28,20,19,2,0,30
1,1,0,2,1852.0,3,0,0,0,0,0,0,0,1
2,2,1,1,1252.5,58,47,20,19,8,14,5,9,57
2,2,1,1,890.0,17,18,4,4,2,3,1,0,2
2,2,1,1,3571.5,3,1,3,3,3,1,2,1,3
2,2,1,1,1252.5,19,19,25,23,4,0,2,1,15
3,1,1,1,1327.5,26,28,0,0,11,11,1,3,18
2,1,0,1,1161.0,21,21,11,12,18,14,4,5,50
2,2,1,1,4077.5,0,0,1,1,0,0,0,0,0
1,1,0,2,1852.0,5,3,5,7,5,3,2,1,3
2,2,1,2,3057.5,7,5,10,9,1,3,1,5,7
2,2,1,1,4077.5,5,5,3,3,1,2,2,2,9
2,2,1,1,3571.5,2,5,1,2,5,4,0,1,2
3,1,1,1,1943.0,13,10,22,20,9,11,0,2,22
2,2,1,1,4077.5,4,3,3,2,2,5,2,2,11
1,1,1,1,3384.5,18,23,25,25,31,26,6,3,36
2,2,0,1,4376.0,0,0,0,0,8,3,1,2,5
2,2,1,1,2485.5,1,4,15,16,15,12,0,0,5
2,2,1,1,4114.0,3,4,3,5,1,1,0,0,1
2,2,1,1,890.0,4,7,2,3,3,1,1,0,2
2,2,1,1,890.0,3,1,4,3,2,1,1,1,3
2,2,1,2,1224.0,8,8,2,3,1,2,0,0,4
2,2,1,1,2485.5,22,18,8,10,20,22,0,0,33
2,2,1,1,2064.333333,11,12,0,0,1,2,1,1,1
2,2,1,1,2064.333333,6,6,0,0,1,1,0,0,1
2,2,1,1,3571.5,3,2,2,1,6,6,1,1,3
2,2,1,1,4114.0,5,4,4,4,0,0,0,0,7
3,1,0,2,1506.0,18,16,10,10,16,16,2,1,7
3,1,1,2,1506.0,17,13,6,5,44,39,1,2,5
3,2,0,2,1811.0,2,1,8,10,1,6,1,1,1
2,2,1,1,2064.333333,1,0,0,0,1,2,0,0,1
2,1,1,1,1161.0,45,45,26,21,32,39,3,1,139
2,2,1,2,1224.0,4,3,12,11,12,7,2,3,4
2,2,1,2,3057.5,12,11,12,12,0,1,2,0,3
2,1,1,1,1161.0,5,8,25,26,22,24,2,0,16
2,2,1,2,3057.5,1,0,2,2,4,0,1,1,0
2,1,1,1,1161.0,14,14,24,23,9,15,1,4,26
1,1,1,1,3384.5,33,28,16,16,10,18,1,3,39
2,2,1,2,1224.0,9,7,10,11,9,10,2,2,5
3,1,1,1,1327.5,9,5,0,0,12,8,1,2,11
2,2,1,2,1224.0,9,6,5,5,2,4,2,0,4
3,1,1,1,2299.5,16,19,12,13,12,11,5,0,16
1,1,1,1,3384.5,24,25,21,19,22,20,3,4,39
2,2,0,1,890.0,3,4,4,4,2,1,2,2,3
2,2,0,2,1224.0,3,4,7,6,6,6,0,2,2
2,2,0,1,2360.5,0,1,4,4,8,9,0,0,1
1,1,0,1,3384.5,8,7,12,12,4,6,2,1,15
2,2,1,2,1224.0,6,8,7,7,7,6,2,0,4
3,1,0,1,2299.5,15,15,14,16,35,11,1,3,32
2,2,1,1,1252.5,10,18,23,24,6,2,3,2,10
1,1,1,1,3384.5,7,8,13,17,10,18,3,1,9
3,1,1,2,1506.0,14,14,11,12,32,28,5,1,9
3,1,0,1,1943.0,7,8,6,6,3,5,1,2,11
3,2,1,2,1811.0,3,2,3,3,1,1,1,1,2
2,2,0,1,2064.333333,8,6,0,0,3,2,0,2,1
1,1,1,1,3384.5,39,35,17,16,17,16,4,3,35
2,2,0,1,4114.0,0,0,0,0,2,4,0,0,3
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,4
3,1,1,2,1506.0,6,6,12,8,26,23,3,0,2
2,2,1,1,4376.0,0,0,0,0,2,1,0,0,3
3,1,1,1,2299.5,22,23,16,16,7,10,2,0,18
3,1,1,2,1506.0,7,12,6,6,20,24,0,0,5
1,1,1,1,3384.5,48,45,20,21,51,47,10,7,96
3,2,0,2,1811.0,7,5,7,7,3,0,0,1,10
2,2,1,2,1224.0,6,4,11,10,4,7,2,2,2
2,2,1,1,1073.25,5,5,12,9,6,5,6,2,1
3,1,1,2,1506.0,15,11,13,10,25,26,0,0,7
1,1,0,1,3384.5,10,8,12,11,8,4,0,1,10
3,1,1,1,1327.5,22,28,0,0,7,3,1,1,19
2,2,1,2,1224.0,1,0,13,14,6,10,1,0,0
2,2,1,1,4077.5,2,1,0,0,3,1,3,3,21
2,2,1,1,1252.5,12,5,9,11,2,2,1,2,9
3,1,1,1,1943.0,12,10,11,9,13,9,2,1,8
2,2,1,2,3057.5,10,8,9,9,1,2,1,1,5
1,1,1,1,3384.5,1,0,11,14,4,12,2,0,5
2,2,1,1,2064.333333,13,9,2,1,0,0,2,2,1
3,1,1,1,1327.5,15,13,15,20,5,9,1,0,14
3,1,1,2,1506.0,1,0,6,7,42,43,0,0,0
3,1,1,1,1943.0,12,16,19,22,11,9,2,1,20
1,1,1,2,1852.0,3,3,2,3,1,1,1,0,4
2,2,1,1,1073.25,21,15,23,22,4,1,3,2,1
2,2,1,1,4376.0,0,0,0,0,2,3,0,1,2
3,1,0,1,1943.0,7,9,5,5,10,13,0,0,7
3,1,1,1,2299.5,33,33,20,21,23,16,4,4,45
3,1,0,1,2299.5,17,18,9,7,10,8,2,1,15
2,1,1,1,1161.0,37,48,27,27,40,55,5,4,72
3,1,1,1,2299.5,25,20,16,17,14,16,4,2,34
3,1,1,2,1506.0,9,9,8,9,44,41,4,0,17
2,2,1,1,4077.5,0,0,0,0,2,1,0,0,0
3,1,1,1,1327.5,24,23,0,0,8,7,1,3,23
2,2,1,1,4077.5,14,18,4,7,1,1,2,0,21
2,2,1,1,2360.5,2,4,3,3,4,4,1,0,5
3,2,1,2,1811.0,8,11,6,2,3,5,3,2,14
3,2,1,2,1811.0,1,2,3,4,0,2,0,0,0
2,2,1,1,3571.5,3,1,1,1,7,10,1,1,2
3,1,1,1,1327.5,11,13,0,0,3,5,1,2,11
1,1,0,2,1852.0,3,3,4,3,6,8,1,4,4
2,2,1,1,4114.0,0,0,0,0,0,1,0,0,0
2,2,1,1,2360.5,4,4,4,4,10,5,2,1,3
2,2,1,1,4077.5,0,0,2,2,0,0,2,1,0
2,2,1,1,1073.25,1,5,25,27,3,3,3,0,0
2,2,1,1,1073.25,6,6,7,7,1,3,1,0,0
2,2,1,1,4077.5,1,2,4,3,3,4,3,2,17
2,2,1,1,2360.5,3,2,1,1,7,7,1,1,3
3,1,1,1,1943.0,16,19,7,10,8,10,0,1,12
2,2,1,1,2485.5,9,7,8,7,16,13,0,0,18
3,2,1,2,1811.0,9,9,12,14,2,1,3,7,14
3,1,1,2,1506.0,4,4,9,7,31,33,1,1,2
3,1,1,1,1943.0,13,10,9,10,7,7,2,4,18
3,1,0,1,2299.5,24,16,15,13,8,15,1,3,23
2,1,1,1,1161.0,10,9,30,30,21,20,1,1,27
3,1,1,1,2299.5,46,45,17,18,23,28,1,2,51
2,2,1,1,1252.5,55,55,30,28,18,16,7,5,83
3,1,0,1,1327.5,4,2,0,0,4,2,0,2,5
2,2,1,1,4077.5,0,3,3,2,2,2,0,5,11
3,1,1,1,1327.5,22,31,0,0,9,9,5,0,13
2,2,1,2,3057.5,2,0,3,3,3,3,1,0,3
1,1,1,2,1852.0,10,5,6,4,1,5,0,2,5
2,2,1,1,1073.25,11,7,6,3,3,2,2,3,4
2,2,1,1,4077.5,1,4,3,6,1,4,0,2,6
3,1,1,2,1506.0,15,13,8,8,27,31,0,0,7
2,2,0,1,4077.5,3,2,1,1,2,3,0,2,3
2,2,1,1,3571.5,1,3,2,2,4,0,1,0,2
3,1,1,1,2299.5,3,3,0,0,0,1,0,0,2
2,2,1,1,4077.5,8,10,2,3,2,3,5,1,9
2,2,1,1,2485.5,10,13,15,14,41,34,0,0,41
2,2,1,1,890.0,2,0,3,3,1,1,1,1,0
2,2,1,1,1252.5,8,14,11,15,2,0,3,3,5
2,2,1,1,4114.0,0,0,2,2,0,0,0,0,0
3,2,1,2,1811.0,17,24,4,9,5,3,5,2,20
2,2,1,1,890.0,4,0,4,3,0,0,0,1,3
2,2,1,1,890.0,4,3,2,2,3,0,0,0,6
2,1,0,1,1161.0,26,19,21,19,39,35,3,6,80
3,1,0,1,2299.5,10,8,10,10,9,6,2,0,10
2,2,1,1,890.0,0,0,5,4,3,3,0,0,1
3,1,1,1,1943.0,15,11,10,14,7,7,2,1,17
2,1,1,1,1161.0,8,8,28,30,24,20,1,0,19
1,1,1,2,1852.0,3,3,4,5,2,2,0,0,1
3,1,1,1,1327.5,44,47,31,33,17,16,4,4,61
3,1,1,1,1327.5,6,12,0,0,5,4,2,0,7
2,2,0,2,1224.0,3,1,5,6,2,2,0,0,2
2,2,1,1,3571.5,0,0,5,6,0,0,0,0,0
2,2,1,1,1252.5,19,10,34,25,3,2,1,2,21
2,2,1,1,4077.5,3,0,3,3,5,5,5,3,11
2,2,1,1,4077.5,0,0,0,0,1,0,0,0,0
2,2,1,1,2360.5,1,0,2,2,3,3,0,0,4
1,1,1,1,3384.5,6,4,27,26,11,8,1,2,9
2,2,1,1,890.0,3,2,2,3,2,3,0,1,1
2,2,1,1,4114.0,2,2,2,3,7,3,0,0,5
3,1,1,1,1327.5,47,39,37,36,18,10,5,4,28
1,1,1,1,3384.5,33,38,20,20,24,29,4,1,49
2,2,1,1,3571.5,4,2,1,1,2,3,1,1,4
3,1,1,1,1327.5,22,18,0,0,14,15,4,3,27
2,2,1,1,890.0,0,1,2,3,1,2,0,1,3
2,2,1,1,2064.333333,12,12,0,0,1,3,3,0,3
2,2,0,1,2064.333333,10,7,0,0,3,3,2,1,4
3,1,1,1,1943.0,12,10,14,12,14,14,1,3,15
2,2,1,1,4077.5,3,4,1,1,3,1,3,2,15
3,1,0,2,1506.0,0,0,0,0,18,17,0,1,4
3,1,1,1,1943.0,11,10,11,14,19,10,1,3,23
2,1,1,1,1161.0,4,4,31,32,18,12,1,0,9
3,1,1,2,1506.0,10,10,12,11,31,30,1,2,22
2,2,1,1,2360.5,8,9,2,2,4,5,1,3,6
3,1,1,1,2299.5,6,5,21,19,9,13,0,0,8
2,2,1,1,2360.5,1,2,2,2,4,4,0,2,1
3,1,0,2,1506.0,16,17,8,8,40,29,2,0,10
2,2,0,2,1224.0,8,11,5,6,7,5,1,2,9
2,2,1,1,890.0,9,17,1,1,3,0,2,3,7
3,1,1,1,2299.5,7,8,20,18,12,10,1,1,6
3,2,1,2,1811.0,3,5,1,1,2,0,1,0,4
3,1,1,1,1943.0,11,9,8,8,11,10,4,4,14
3,1,1,1,2299.5,23,21,20,22,15,8,0,1,23
2,2,0,1,3571.5,0,1,1,1,6,2,1,0,1
2,2,1,1,1252.5,14,19,30,33,4,4,2,1,18
2,2,1,1,2360.5,3,3,3,4,2,1,0,1,5
2,2,1,1,4077.5,6,0,6,6,2,8,6,2,21
2,2,0,1,2360.5,5,5,4,4,11,4,1,0,5
2,1,1,1,1161.0,14,13,14,18,18,17,4,0,19
2,2,1,1,1252.5,17,13,33,36,4,4,1,0,19
2,2,0,1,890.0,5,5,3,2,1,1,2,0,9
2,2,1,2,1224.0,1,6,2,4,0,1,1,0,4
2,2,0,1,2360.5,5,3,4,4,7,11,1,0,6
2,2,1,1,2360.5,3,5,2,3,3,2,0,2,2
2,2,1,2,3057.5,2,2,7,5,0,3,2,3,5
3,1,1,1,2299.5,27,25,15,16,16,20,0,3,38
3,1,1,1,1327.5,0,0,0,0,5,8,0,0,0
2,2,1,1,1073.25,8,5,15,12,1,1,0,4,0
2,2,1,1,4114.0,5,10,4,5,1,2,0,0,10
1,1,0,1,3384.5,5,5,16,15,5,9,1,1,7
2,2,1,1,1073.25,29,33,11,8,6,4,5,1,0
3,1,0,2,1506.0,1,4,7,8,22,19,0,2,3
2,2,1,2,1224.0,0,0,3,3,9,10,0,1,0
1,1,1,1,3384.5,28,27,11,15,28,33,4,3,26
3,1,1,2,1506.0,15,15,9,10,43,49,1,3,10
3,2,1,2,1811.0,5,4,4,5,4,1,2,2,6
3,1,0,2,1506.0,5,5,10,10,23,29,0,0,10
2,2,0,1,4077.5,5,3,7,6,0,0,4,4,9
3,1,0,1,2299.5,3,5,13,12,6,6,0,1,3
2,2,1,1,4077.5,5,3,2,2,0,5,4,2,2
2,2,1,1,2064.333333,3,3,0,0,3,4,0,1,2
2,2,1,1,2360.5,8,7,3,3,1,4,0,1,6
2,2,1,1,890.0,0,0,2,1,4,1,1,0,0
1,1,1,2,1852.0,7,7,6,6,6,8,2,2,10
2,2,1,1,1252.5,12,10,36,33,4,2,4,1,16
2,2,1,1,4114.0,4,6,5,5,2,2,0,0,1
2,2,1,1,4077.5,3,2,1,0,2,3,0,4,7
2,2,1,1,3571.5,0,0,0,0,4,3,0,0,0
2,2,1,1,4114.0,2,2,3,3,0,0,0,0,0
3,1,1,2,1506.0,6,5,3,4,22,18,0,0,2
2,2,1,1,2064.333333,18,18,0,0,1,2,0,1,6
3,2,1,2,1811.0,0,0,0,0,0,1,0,0,0
2,2,1,2,1224.0,2,4,5,5,1,2,4,1,2
1,1,0,2,1852.0,3,4,3,4,5,2,1,1,7
3,2,0,2,1811.0,5,6,6,6,3,4,1,0,6
2,2,1,1,4114.0,0,0,0,0,4,3,0,0,0
3,1,0,1,1943.0,4,5,6,7,8,9,2,0,8
2,1,1,1,1161.0,11,15,30,30,26,36,5,4,26
3,1,1,1,2299.5,1,3,1,1,0,0,0,0,0
2,2,1,1,2064.333333,10,9,0,0,1,1,3,0,7
2,2,1,2,1224.0,6,9,11,10,9,4,0,0,4
1,1,0,2,1852.0,5,1,2,1,3,0,3,1,6
3,1,1,1,1327.5,45,58,51,52,20,14,3,7,59
2,2,1,1,3571.5,4,5,0,0,5,2,0,0,0
2,2,1,1,1073.25,0,2,0,0,3,1,0,0,0
1,1,1,2,1852.0,0,0,5,7,2,4,2,4,2
3,1,0,2,1506.0,0,0,0,0,18,14,0,2,5
2,2,0,1,4376.0,0,0,0,0,1,3,3,0,1
3,1,1,1,1327.5,0,0,0,0,3,1,0,0,0
2,2,1,1,4077.5,7,6,1,1,1,3,0,2,13
2,2,0,2,3057.5,0,0,9,11,1,0,0,2,0
3,1,1,1,1327.5,19,22,23,20,6,5,1,3,35
2,2,1,1,3571.5,0,0,3,2,2,2,0,0,0
3,1,1,2,1506.0,10,10,13,13,34,38,0,2,5
2,2,1,1,890.0,1,1,1,1,0,2,0,0,2
2,2,1,2,3057.5,0,0,0,0,1,1,0,0,0
2,2,1,1,1252.5,14,8,36,26,3,6,0,1,13
2,2,1,1,4114.0,3,1,2,3,1,2,0,0,3
2,2,1,1,2064.333333,12,12,0,0,0,1,1,0,7
2,2,0,2,1224.0,5,6,6,5,16,12,0,0,6
2,2,1,2,3057.5,0,0,4,4,0,2,0,0,0
2,2,1,1,2064.333333,8,7,0,0,0,1,0,1,3
2,2,1,2,1224.0,7,7,6,7,4,2,0,3,2
3,1,0,1,1943.0,10,5,8,7,5,2,1,1,12
2,2,1,1,1073.25,1,1,5,5,1,3,0,0,0
2,2,1,2,3057.5,1,2,4,5,1,1,1,1,1
2,2,0,2,1224.0,9,10,5,4,18,12,1,0,11
2,2,1,1,1073.25,6,2,11,10,2,3,3,2,0
2,2,1,1,1252.5,32,36,13,16,12,11,4,1,30
2,2,1,1,3571.5,0,0,0,0,1,1,0,0,0
2,2,1,1,4376.0,0,0,0,0,3,3,0,0,0
2,2,1,1,2485.5,1,6,7,9,11,13,0,0,14
2,2,1,2,1224.0,27,25,7,6,4,3,2,0,7
1,1,1,1,3384.5,43,38,21,21,31,42,5,3,51
2,2,1,1,3571.5,2,1,2,2,2,2,1,1,2
3,1,0,2,1506.0,0,0,0,0,17,17,1,0,1
1,1,0,2,1852.0,3,1,6,5,5,3,0,0,2
2,2,0,1,1252.5,21,15,17,20,3,5,2,0,16
2,2,1,2,1224.0,2,1,3,3,2,4,1,1,3
1,1,1,2,1852.0,5,2,6,8,9,11,0,2,8
2,2,1,1,3571.5,0,0,4,3,0,2,0,0,0
2,2,1,2,1224.0,9,6,12,14,8,12,1,2,6
1,1,1,1,3384.5,7,7,19,20,13,10,2,1,6
2,1,1,1,1161.0,23,29,25,26,41,37,6,5,117
2,2,1,1,1252.5,2,6,3,5,0,3,0,0,0
2,2,1,1,4114.0,4,5,3,5,2,2,0,0,2
3,1,1,1,1943.0,14,14,12,10,7,7,2,0,15
2,2,1,2,1224.0,15,13,8,6,3,3,5,0,12
2,2,1,1,1073.25,9,12,0,1,2,2,1,2,0
3,1,1,1,1327.5,3,5,0,0,11,9,1,2,5
3,1,1,1,1943.0,0,0,0,0,0,1,0,0,0
2,2,1,1,4114.0,9,11,4,5,0,0,0,0,1
2,2,0,1,3571.5,1,1,3,2,5,2,0,1,0
3,1,1,2,1506.0,7,7,10,8,27,38,0,4,8
2,2,1,1,4077.5,0,0,0,0,2,3,0,1,6
1,1,1,1,3384.5,4,4,12,12,11,10,0,0,4
2,2,1,2,3057.5,6,6,10,7,0,0,2,1,5
2,2,1,1,4114.0,1,1,0,0,0,0,0,0,0
2,2,1,1,4077.5,2,7,4,4,6,2,2,2,21
3,1,1,2,1506.0,8,12,6,6,34,29,0,2,8
2,1,1,1,1161.0,21,21,25,24,38,39,6,4,74
2,2,0,1,890.0,0,0,4,3,2,1,0,0,1
2,1,0,1,1161.0,5,1,14,13,16,12,2,4,15
2,1,0,1,1161.0,11,17,14,14,17,23,3,4,41
2,2,1,1,4114.0,3,4,2,1,0,0,0,0,4
1,1,1,2,1852.0,5,5,2,3,6,2,0,2,7
3,1,0,2,1506.0,6,6,9,8,41,40,0,0,9
3,2,1,2,1811.0,1,2,7,5,7,4,3,2,1
1,1,1,1,3384.5,5,5,23,22,13,14,2,1,7
2,2,1,1,2064.333333,19,20,0,0,4,3,2,0,6
2,2,1,1,890.0,0,1,2,2,2,2,0,0,1
2,2,1,1,4114.0,5,11,1,2,2,3,0,0,10
2,2,1,1,1252.5,13,9,32,32,8,1,1,1,17
3,2,1,2,1811.0,7,11,4,4,2,2,2,0,8
3,2,1,2,1811.0,9,10,14,9,4,6,2,1,9
2,2,1,1,3571.5,0,0,0,0,3,0,0,0,0
2,2,1,2,1224.0,9,6,2,3,3,2,1,1,5
3,2,1,2,1811.0,13,11,7,8,3,2,4,2,10
2,1,1,1,1161.0,14,11,33,29,27,15,1,5,26
2,1,0,1,1161.0,10,8,14,14,15,15,4,1,19
2,2,1,1,1252.5,47,54,35,26,14,10,11,7,63
1,1,1,1,3384.5,6,6,24,22,19,15,2,0,14
2,2,1,1,4077.5,13,14,1,3,0,2,2,0,1
2,2,0,1,890.0,5,9,5,5,4,3,1,2,2
2,2,0,1,890.0,0,0,6,5,1,2,0,1,0
1,1,1,2,1852.0,0,0,4,6,4,2,1,0,0
2,2,0,1,4077.5,2,2,4,3,3,3,2,1,3
2,2,1,1,3571.5,3,3,1,3,4,2,0,0,2
2,2,1,2,1224.0,43,40,6,6,3,6,1,1,5
3,1,0,1,1327.5,4,3,0,0,5,6,3,2,9
3,1,1,1,1327.5,35,35,0,0,9,8,3,4,31
2,2,1,1,2064.333333,16,24,0,0,8,5,2,0,5
2,2,1,1,890.0,4,4,2,4,0,1,0,1,2
2,1,1,1,1161.0,31,22,28,25,28,38,5,6,80
3,1,1,1,2299.5,25,25,18,20,13,17,3,6,44
3,1,0,2,1506.0,0,0,0,0,10,11,0,0,0
2,2,1,1,4114.0,0,0,2,3,0,1,0,0,2
3,1,0,1,1327.5,16,12,22,19,5,8,4,3,27
3,1,0,2,1506.0,3,1,2,2,18,16,0,0,2
2,2,1,1,4114.0,1,3,2,2,0,2,0,0,1
2,1,1,1,1161.0,5,9,20,21,16,22,2,4,8
1,1,1,1,3384.5,12,8,28,28,13,11,2,3,24
3,1,1,2,1506.0,20,20,9,7,47,51,3,0,15
1,1,0,2,1852.0,0,3,7,7,3,2,1,1,5
2,2,1,1,1252.5,85,79,39,37,10,16,3,4,68
2,1,1,1,1161.0,9,4,31,33,27,23,2,5,31
2,2,1,1,2064.333333,12,14,0,0,1,1,0,1,0
2,2,1,1,1252.5,21,14,36,34,7,6,0,2,25
3,1,1,1,2299.5,0,0,1,1,7,9,0,0,0
2,2,1,1,1252.5,6,6,28,31,2,2,0,1,8
2,2,0,1,1252.5,21,21,13,14,4,1,5,2,19
3,1,1,2,1506.0,9,15,8,9,31,42,0,0,9
2,2,0,1,4077.5,12,11,2,2,2,3,4,2,15
2,1,1,1,1161.0,1,1,0,0,2,3,0,0,0
1,1,1,1,3384.5,1,1,1,1,8,21,0,0,0
2,2,1,2,1224.0,1,3,4,4,5,5,0,2,2
2,2,1,2,3057.5,1,1,12,11,4,3,1,2,3
3,2,1,2,1811.0,21,19,12,11,7,3,2,4,11
3,1,1,2,1506.0,1,7,7,7,29,28,0,2,6
2,2,0,1,2064.333333,12,23,0,0,2,2,0,3,2
3,1,1,1,1327.5,9,9,0,0,5,9,1,2,11
2,2,0,1,890.0,2,3,2,2,1,1,0,2,2
2,2,0,1,2360.5,5,3,4,3,9,7,0,0,5
3,1,1,1,1327.5,34,35,24,22,6,6,3,2,31
2,2,0,2,3057.5,0,0,6,5,2,2,1,0,7
3,1,1,2,1506.0,15,14,8,6,65,59,2,3,10
